1.00E-03	1.00E-03	1.00E-03	1.00E-03	5.00E+00	5.00E+01	1.00E+01	1.00E+02											
4.00E-01	4.00E-01	4.00E-01	4.00E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00											
3.47E+01	3.47E+01	3.47E+01	3.47E+01	3.47E+01	3.47E+01	3.47E+01	3.47E+01											
1.85E+01	1.85E+01	1.85E+01	1.85E+01	4.00E+00	2.00E+00	5.00E+00	0.00E+00											
2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	
2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	
																		
																		
2.00E+00		0.109055247	0.916		0.056296109	8.83E-01		0.109055247	0.916		0.073354186	9.09E-01		0.056296109	8.83E-01		0.056296109	8.83E-01
2.40E+00		0.031520737	0.916		0.023943136	8.83E-01		0.031520737	0.916		0.033814408	9.09E-01		0.023943136	8.83E-01		0.023943136	8.83E-01
2.80E+00		0.042059122	0.916		0.035205983	8.83E-01		0.042059122	0.916		0.048717602	9.09E-01		0.035205983	8.83E-01		0.035205983	8.83E-01
3.00E+00		0.02780886	0.916		0.026591511	8.83E-01		0.02780886	0.916		0.033672383	9.09E-01		0.026591511	8.83E-01		0.026591511	8.83E-01
3.20E+00		0.03244439	0.916		0.032779343	8.83E-01		0.03244439	0.916		0.040034253	9.09E-01		0.032779343	8.83E-01		0.032779343	8.83E-01
3.40E+00		0.037079919	0.916		0.038967174	0.00E+00		0.037079919	0.916		0.046396124	0.00E+00		0.038967174	0.00E+00		0.038967174	0.00E+00
3.60E+00		0.041843853	0.916		0.04506538	0.00E+00		0.041843853	0.916		0.052556966	0.00E+00		0.04506538	0.00E+00		0.04506538	0.00E+00
3.80E+00		0.047378218	0.916		0.050625828	0.00E+00		0.047378218	0.916		0.057511644	0.00E+00		0.050625828	0.00E+00		0.050625828	0.00E+00
4.00E+00		0.053040987	0.916		0.056096651	0.00E+00		0.053040987	0.916		0.062265294	0.00E+00		0.056096651	0.00E+00		0.056096651	0.00E+00
4.20E+00		0.058703757	0.916		0.061567473	0.00E+00		0.058703757	0.916		0.067018944	0.00E+00		0.061567473	0.00E+00		0.061567473	0.00E+00
4.40E+00		0.064366526	0.916		0.067038296	0.00E+00		0.064366526	0.916		0.071772594	0.00E+00		0.067038296	0.00E+00		0.067038296	0.00E+00
4.60E+00		0.068775459	0.916		0.07140511	0.00E+00		0.068775459	0.916		0.074906014	0.00E+00		0.07140511	0.00E+00		0.07140511	0.00E+00
4.80E+00		0.065661367	0.00E+00		0.069147878	0.00E+00		0.065661367	0.00E+00		0.068318052	0.00E+00		0.069147878	0.00E+00		0.069147878	0.00E+00
5.00E+00		0.061293438	0.00E+00		0.065786638	0.00E+00		0.061293438	0.00E+00		0.060109861	0.00E+00		0.065786638	0.00E+00		0.065786638	0.00E+00
5.40E+00		0.109483088	0.00E+00		0.121489556	0.00E+00		0.109483088	0.00E+00		0.095595147	0.00E+00		0.121489556	0.00E+00		0.121489556	0.00E+00
5.80E+00		0.086475928	0.00E+00		0.100234686	0.00E+00		0.086475928	0.00E+00		0.064595126	0.00E+00		0.100234686	0.00E+00		0.100234686	0.00E+00
6.20E+00		0.049937684	0.00E+00		0.059888926	0.00E+00		0.049937684	0.00E+00		0.038075148	0.00E+00		0.059888926	0.00E+00		0.059888926	0.00E+00
6.50E+00		0.013071415	0.00E+00		0.017870317	0.00E+00		0.013071415	0.00E+00		0.011286263	0.00E+00		0.017870317	0.00E+00		0.017870317	0.00E+00
	KGPERM = 1.028E+03;																	
	MOLESATMOSPHERE	1.77E+20																
	EXCHANGESTEPS = 10;																	
	"Rpdb = 1.12372E-02; {Craig, GCA, 1957}"																	
	Rair = 3676.5E-06;																	
	SECPERYEAR = 3.1536E+07;																	
	"C14HALF = 5730;{in years, not the Libby year of 5568}"																	
	"EARTHAREA = 5.1E+18;{ocean and cont, for c14, in cm2, from B&P,82}"																	
	NBSC14RATIO = 1.176E-12;																	
	AVOGADRO = 6.02204E+23;																	
	"TOTALLAYERS = 18;{USE 13 FOR OLD ""INCORRECT"" HYPS}"																	
	TOTALdepthLEVELS=5;	{directly derived from Menard&Smith '66}																
	"TOTALSURFACEAREA = 3.265E+14;{ocean, in m2, based on areas from keir's august letter }"																	
																		
	"TOTALOCEANVOLUME = 1.35E+18;{in m3 , Menard and Smith , '66}"																	
																		
																		
	{KDISSN = 2.501654422;}																	
																		
	"CAINPUT = 0.65E+13; {1.14E+13;} {1.779E+13;} {in mol/yr, FROM KEIR AUG LETTER}"																	
																		
																		
																		
	{Rnc = 0.5;}																	
	"{Rnc = 2.0;} {Dep rate of non-carbonate sed, in g/m2yr; kind of median value; see Emerson and Archer, 90}"																	
	"SEDMASS = 5.6E+4; {g/m2; this assumes mix depth=8cm, pin-situ=.7gsed/cm3}"																	
	IDMIXINGCHANGE=0.5;																	
	PAZOVERTURNCHANGE=0.1;																	
